Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1185732,03-10-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,$46.00,65,"$2,990.00",$152.00,Online
West Gear,1185732,03-11-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$33.00,65,"$2,145.00",$97.00,Online
West Gear,1185732,10-10-2021 00:00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$32.00,65,"$2,080.00",$114.00,Online
West Gear,1185732,17-02-2021 00:00,Northeast,West Virginia,Charleston,Men's Apparel,$48.00,65,"$3,120.00",$165.00,Online
Foot Locker,1185732,20-12-2021 00:00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$46.00,65,"$2,990.00",$150.00,Online
Foot Locker,1185732,20-12-2021 00:00,Northeast,Maryland,Baltimore,Women's Street Footwear,$45.00,65,"$2,925.00",$137.00,Online
Foot Locker,1185732,15-02-2021 00:00,Northeast,Delaware,Wilmington,Men's Apparel,$45.00,65,"$2,925.00",$120.00,Online
Foot Locker,1185732,13-05-2021 00:00,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$41.00,65,"$2,665.00",$139.00,Online
Kohl's,1185732,08-06-2021 00:00,Northeast,New Jersey,Newark,Women's Athletic Footwear,$39.00,65,"$2,535.00",$137.00,Online
Kohl's,1185732,08-06-2021 00:00,Northeast,New Jersey,Newark,Men's Apparel,$46.00,65,"$2,990.00",$135.00,Online
Sports Direct,1185732,07-11-2021 00:00,Northeast,New Jersey,Newark,Women's Athletic Footwear,$49.00,65,"$3,185.00",$175.00,Online
Sports Direct,1185732,05-02-2021 00:00,Northeast,New Jersey,Newark,Women's Street Footwear,$29.00,65,"$1,885.00",$85.00,Online
Foot Locker,1185732,08-02-2021 00:00,Northeast,Rhode Island,Providence,Women's Apparel,$33.00,65,"$2,145.00",$114.00,Online
Foot Locker,1185732,08-06-2021 00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,$39.00,65,"$2,535.00",$139.00,Online
Foot Locker,1185732,06-07-2021 00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,$37.00,65,"$2,405.00",$125.00,Online
Sports Direct,1185732,06-12-2021 00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$48.00,65,"$3,120.00",$156.00,Online
Sports Direct,1185732,15-06-2021 00:00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$41.00,65,"$2,665.00",$93.00,Online
Amazon,1185732,15-10-2021 00:00,Northeast,Massachusetts,Boston,Women's Apparel,$66.00,65,"$4,290.00",$189.00,Online
Amazon,1185732,11-04-2021 00:00,Northeast,Vermont,Burlington,Women's Street Footwear,$32.00,65,"$2,080.00",$104.00,Online
Amazon,1185732,10-05-2021 00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,$46.00,65,"$2,990.00",$141.00,Online
Amazon,1185732,11-08-2021 00:00,Northeast,Vermont,Burlington,Men's Apparel,$57.00,65,"$3,705.00",$182.00,Online
Sports Direct,1185732,07-11-2021 00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,$48.00,64,"$3,072.00",$166.00,Online
Foot Locker,1185732,14-11-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$39.00,64,"$2,496.00",$67.00,Outlet
Foot Locker,1185732,01-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$50.00,64,"$3,200.00",$128.00,Outlet
Foot Locker,1128299,24-02-2021 00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,$28.00,64,"$1,792.00",$73.00,Outlet
West Gear,1128299,24-02-2021 00:00,West,Oregon,Portland,Women's Athletic Footwear,$29.00,64,"$1,856.00",$76.00,Outlet
Sports Direct,1185732,04-04-2021 00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$30.00,64,"$1,920.00",$84.00,Outlet
Sports Direct,1185732,04-04-2021 00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,$20.00,64,"$1,280.00",$46.00,Outlet
Sports Direct,1185732,03-09-2021 00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,$33.00,64,"$2,112.00",$68.00,Outlet
Foot Locker,1185732,06-09-2021 00:00,Northeast,Rhode Island,Providence,Women's Apparel,$41.00,64,"$2,624.00",$118.00,Outlet
Foot Locker,1185732,24-01-2021 00:00,Northeast,New Hampshire,Manchester,Men's Apparel,$50.00,64,"$3,200.00",$90.00,Outlet
Foot Locker,1185732,17-06-2021 00:00,Midwest,Illinois,Chicago,Women's Apparel,$45.00,63,"$2,835.00",$179.00,Online
Foot Locker,1185732,29-06-2021 00:00,Midwest,Illinois,Chicago,Women's Apparel,$64.00,63,"$4,032.00",$242.00,Online
Foot Locker,1185732,01-07-2021 00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,$43.00,63,"$2,709.00",$122.00,Online
Foot Locker,1185732,15-07-2021 00:00,Midwest,Illinois,Chicago,Women's Athletic Footwear,$37.00,63,"$2,331.00",$117.00,Online
Foot Locker,1185732,20-11-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$64.00,63,"$4,032.00",$181.00,Online
Foot Locker,1185732,16-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$47.00,63,"$2,961.00",$124.00,Online
Foot Locker,1185732,20-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$60.00,63,"$3,780.00",$147.00,Online
Foot Locker,1185732,19-10-2020 00:00,Southeast,Florida,Miami,Women's Street Footwear,$24.00,63,"$1,512.00",$67.00,Online
Foot Locker,1185732,24-11-2020 00:00,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$36.00,63,"$2,268.00",$95.00,Online
Foot Locker,1185732,28-06-2021 00:00,Midwest,Nebraska,Omaha,Women's Street Footwear,$34.00,63,"$2,142.00",$96.00,Online
Foot Locker,1185732,27-07-2021 00:00,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$36.00,63,"$2,268.00",$113.00,Online
Amazon,1185732,14-10-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,$28.00,63,"$1,764.00",$92.00,Online
Amazon,1185732,23-10-2021 00:00,Northeast,Maine,Portland,Women's Apparel,$37.00,63,"$2,331.00",$119.00,Online
Amazon,1185732,04-11-2021 00:00,Northeast,Maine,Portland,Women's Apparel,$39.00,63,"$2,457.00",$125.00,Online
Amazon,1185732,19-11-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,$43.00,63,"$2,709.00",$149.00,Online
Amazon,1185732,18-11-2021 00:00,Northeast,Maine,Portland,Women's Apparel,$67.00,63,"$4,221.00",$228.00,Online
Amazon,1185732,20-05-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,$51.00,63,"$3,213.00",$122.00,Online
West Gear,1128299,24-04-2021 00:00,West,Oregon,Portland,Women's Athletic Footwear,$41.00,63,"$2,583.00",$129.00,Online
West Gear,1128299,18-09-2021 00:00,South,Louisiana,New Orleans,Women's Athletic Footwear,$41.00,63,"$2,583.00",$132.00,Online
Foot Locker,1128299,23-01-2021 00:00,West,Idaho,Boise,Men's Apparel,$42.00,63,"$2,646.00",$119.00,Online
Foot Locker,1128299,23-02-2021 00:00,West,Arizona,Phoenix,Women's Athletic Footwear,$38.00,63,"$2,394.00",$115.00,Online
Sports Direct,1128299,13-01-2021 00:00,West,New Mexico,Albuquerque,Men's Apparel,$41.00,63,"$2,583.00",$116.00,Online
Sports Direct,1128299,13-02-2021 00:00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$36.00,63,"$2,268.00",$118.00,Online
Amazon,1185732,22-02-2021 00:00,Midwest,Ohio,Columbus,Women's Street Footwear,$29.00,63,"$1,827.00",$97.00,Online
Amazon,1185732,21-07-2021 00:00,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$37.00,63,"$2,331.00",$126.00,Online
Walmart,1197831,20-04-2021 00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00,63,"$1,260.00",$67.00,Online
West Gear,1197831,19-09-2021 00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$14.00,63,$882.00,$45.00,Online
Sports Direct,1185732,12-11-2021 00:00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$41.00,63,"$2,583.00",$106.00,Online
Sports Direct,1185732,08-03-2021 00:00,Midwest,North Dakota,Fargo,Women's Apparel,$28.00,63,"$1,764.00",$92.00,Online
Sports Direct,1185732,09-08-2021 00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,$37.00,63,"$2,331.00",$96.00,Online
Sports Direct,1185732,10-09-2021 00:00,Midwest,North Dakota,Fargo,Women's Apparel,$44.00,63,"$2,772.00",$152.00,Online
Foot Locker,1185732,06-04-2021 00:00,Midwest,Iowa,Des Moines,Women's Apparel,$46.00,63,"$2,898.00",$151.00,Online
Foot Locker,1185732,07-05-2021 00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$37.00,63,"$2,331.00",$107.00,Online
West Gear,1185732,02-03-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,$18.00,63,"$1,134.00",$61.00,Online
Foot Locker,1185732,24-01-2021 00:00,Northeast,West Virginia,Charleston,Women's Street Footwear,$24.00,63,"$1,512.00",$70.00,Online
West Gear,1185732,22-02-2021 00:00,Northeast,Maryland,Baltimore,Women's Apparel,$34.00,63,"$2,142.00",$92.00,Online
West Gear,1185732,20-05-2021 00:00,Northeast,Maryland,Baltimore,Women's Apparel,$52.00,63,"$3,276.00",$134.00,Online
Sports Direct,1185732,20-09-2021 00:00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$44.00,63,"$2,772.00",$125.00,Online
Foot Locker,1185732,21-11-2021 00:00,Northeast,Maryland,Baltimore,Women's Apparel,$62.00,63,"$3,906.00",$168.00,Online
Foot Locker,1185732,14-08-2021 00:00,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$41.00,63,"$2,583.00",$129.00,Online
Foot Locker,1185732,14-08-2021 00:00,Northeast,Delaware,Wilmington,Men's Apparel,$50.00,63,"$3,150.00",$142.00,Online
Kohl's,1185732,08-02-2021 00:00,Northeast,Delaware,Wilmington,Women's Street Footwear,$24.00,63,"$1,512.00",$77.00,Online
Kohl's,1185732,06-07-2021 00:00,Northeast,New Jersey,Newark,Women's Athletic Footwear,$36.00,63,"$2,268.00",$122.00,Online
Kohl's,1185732,08-10-2021 00:00,Northeast,New Jersey,Newark,Men's Athletic Footwear,$48.00,63,"$3,024.00",$151.00,Online
Sports Direct,1185732,03-05-2021 00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$44.00,63,"$2,772.00",$114.00,Online
Foot Locker,1185732,10-01-2021 00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$34.00,63,"$2,142.00",$96.00,Online
Foot Locker,1185732,10-01-2021 00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,$24.00,63,"$1,512.00",$83.00,Online
Foot Locker,1185732,10-01-2021 00:00,Northeast,Connecticut,Hartford,Women's Apparel,$33.00,63,"$2,079.00",$112.00,Online
Foot Locker,1185732,06-07-2021 00:00,Northeast,Rhode Island,Providence,Men's Apparel,$47.00,63,"$2,961.00",$118.00,Online
Sports Direct,1185732,07-11-2021 00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,$46.00,63,"$2,898.00",$130.00,Online
Sports Direct,1185732,13-09-2021 00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$49.00,63,"$3,087.00",$123.00,Online
Sports Direct,1185732,13-09-2021 00:00,Northeast,Massachusetts,Boston,Women's Apparel,$57.00,63,"$3,591.00",$162.00,Online
Amazon,1185732,12-02-2021 00:00,Northeast,Vermont,Burlington,Men's Apparel,$54.00,63,"$3,402.00",$170.00,Online
Amazon,1185732,17-09-2021 00:00,Northeast,New Hampshire,Manchester,Men's Apparel,$64.00,63,"$4,032.00",$173.00,Online
Foot Locker,1185732,06-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$43.00,62,"$2,666.00",$123.00,Outlet
West Gear,1128299,24-01-2020 00:00,West,Nevada,Las Vegas,Men's Apparel,$47.00,62,"$2,914.00",$178.00,Outlet
Sports Direct,1128299,17-02-2021 00:00,Southeast,Florida,Orlando,Men's Apparel,$44.00,62,"$2,728.00",$65.00,Outlet
West Gear,1128299,25-09-2021 00:00,West,Oregon,Portland,Women's Athletic Footwear,$38.00,62,"$2,356.00",$99.00,Outlet
Foot Locker,1128299,24-05-2021 00:00,West,Arizona,Phoenix,Men's Apparel,$39.00,62,"$2,418.00",$80.00,Outlet
Kohl's,1128299,26-02-2021 00:00,West,New Mexico,Albuquerque,Men's Apparel,$34.00,62,"$2,108.00",$67.00,Outlet
West Gear,1197831,21-10-2021 00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$15.00,62,$930.00,$39.00,Outlet
Sports Direct,1185732,04-08-2021 00:00,Northeast,Connecticut,Hartford,Men's Apparel,$43.00,62,"$2,666.00",$88.00,Outlet
Foot Locker,1185732,08-06-2021 00:00,Midwest,Illinois,Chicago,Women's Street Footwear,$32.00,61,"$1,952.00",$90.00,Online
Foot Locker,1185732,27-10-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$43.00,61,"$2,623.00",$115.00,Online
Foot Locker,1185732,05-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$54.00,61,"$3,294.00",$181.00,Online
Foot Locker,1185732,14-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$55.00,61,"$3,355.00",$134.00,Online
Foot Locker,1185732,21-12-2020 00:00,Midwest,Minnesota,Minneapolis,Women's Apparel,$59.00,61,"$3,599.00",$216.00,Online
Kohl's,1189833,25-01-2021 00:00,Midwest,Montana,Billings,Men's Apparel,$41.00,61,"$2,501.00",$185.00,Online
Amazon,1185732,21-04-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,$50.00,61,"$3,050.00",$153.00,Online
Amazon,1185732,21-04-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,$44.00,61,"$2,684.00",$107.00,Online
Kohl's,1197831,12-09-2021 00:00,Midwest,Kansas,Wichita,Men's Apparel,$24.00,61,"$1,464.00",$72.00,Online
Foot Locker,1185732,12-04-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Apparel,$48.00,61,"$2,928.00",$155.00,Online
Foot Locker,1185732,11-07-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$37.00,61,"$2,257.00",$95.00,Online
Foot Locker,1185732,06-08-2021 00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,$39.00,61,"$2,379.00",$102.00,Online
Foot Locker,1185732,07-09-2021 00:00,Midwest,Iowa,Des Moines,Women's Apparel,$36.00,61,"$2,196.00",$110.00,Online
West Gear,1185732,05-12-2021 00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$49.00,61,"$2,989.00",$129.00,Online
West Gear,1185732,03-04-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,$49.00,61,"$2,989.00",$164.00,Online
West Gear,1185732,02-07-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$38.00,61,"$2,318.00",$100.00,Online
West Gear,1185732,09-03-2021 00:00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$23.00,61,"$1,403.00",$77.00,Online
West Gear,1185732,18-09-2021 00:00,Northeast,West Virginia,Charleston,Men's Apparel,$32.00,61,"$1,952.00",$102.00,Online
Foot Locker,1185732,15-02-2021 00:00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$37.00,61,"$2,257.00",$104.00,Online
Foot Locker,1185732,14-04-2021 00:00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$38.00,61,"$2,318.00",$109.00,Online
Foot Locker,1185732,13-09-2021 00:00,Northeast,Delaware,Wilmington,Women's Street Footwear,$43.00,61,"$2,623.00",$134.00,Online
Kohl's,1185732,06-03-2021 00:00,Northeast,New Jersey,Newark,Women's Apparel,$32.00,61,"$1,952.00",$98.00,Online
Amazon,1185732,12-02-2021 00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$44.00,61,"$2,684.00",$161.00,Online
Foot Locker,1185732,08-11-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$38.00,61,"$2,318.00",$72.00,Outlet
West Gear,1197831,19-03-2021 00:00,South,Oklahoma,Oklahoma City,Men's Apparel,$26.00,61,"$1,586.00",$67.00,Outlet
Sports Direct,1185732,05-10-2021 00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,$36.00,61,"$2,196.00",$81.00,Outlet
Sports Direct,1185732,07-11-2021 00:00,Northeast,Rhode Island,Providence,Men's Apparel,$43.00,61,"$2,623.00",$87.00,Outlet
Sports Direct,1185732,13-03-2021 00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$31.00,61,"$1,891.00",$64.00,Outlet
Amazon,1185732,12-10-2021 00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,$46.00,61,"$2,806.00",$104.00,Outlet
Amazon,1185732,18-04-2021 00:00,Northeast,New Hampshire,Manchester,Men's Apparel,$40.00,61,"$2,440.00",$81.00,Outlet
Foot Locker,1185732,19-10-2021 00:00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$44.00,61,"$2,684.00",$86.00,Outlet
Foot Locker,1185732,13-06-2021 00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,$46.00,60,"$2,760.00",$132.00,Online
Foot Locker,1185732,20-07-2021 00:00,Midwest,Illinois,Chicago,Women's Street Footwear,$36.00,60,"$2,160.00",$102.00,Online
Foot Locker,1185732,01-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$64.00,60,"$3,840.00",$184.00,Online
Foot Locker,1185732,22-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$55.00,60,"$3,300.00",$155.00,Online
West Gear,1128299,30-01-2020 00:00,West,Nevada,Las Vegas,Men's Apparel,$60.00,60,"$3,600.00",$252.00,Online
Foot Locker,1185732,15-12-2020 00:00,Midwest,Minnesota,Minneapolis,Women's Apparel,$49.00,60,"$2,940.00",$176.00,Online
Kohl's,1189833,13-01-2021 00:00,Midwest,Montana,Billings,Men's Apparel,$48.00,60,"$2,880.00",$204.00,Online
Foot Locker,1185732,01-06-2021 00:00,Midwest,Nebraska,Omaha,Women's Apparel,$32.00,60,"$1,920.00",$119.00,Online
Foot Locker,1185732,28-07-2021 00:00,Midwest,Nebraska,Omaha,Women's Street Footwear,$39.00,60,"$2,340.00",$115.00,Online
Amazon,1185732,20-10-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,$29.00,60,"$1,740.00",$92.00,Online
Amazon,1185732,06-11-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,$48.00,60,"$2,880.00",$144.00,Online
Amazon,1185732,21-11-2021 00:00,Northeast,Maine,Portland,Men's Apparel,$53.00,60,"$3,180.00",$121.00,Online
Amazon,1185732,20-09-2021 00:00,West,Alaska,Anchorage,Men's Apparel,$62.00,60,"$3,720.00",$149.00,Online
Sports Direct,1128299,17-02-2021 00:00,Southeast,Florida,Orlando,Men's Apparel,$52.00,60,"$3,120.00",$100.00,Online
Walmart,1197831,19-03-2021 00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,$19.00,60,"$1,140.00",$59.00,Online
Kohl's,1197831,13-04-2021 00:00,Midwest,Kansas,Wichita,Women's Street Footwear,$14.00,60,$840.00,$42.00,Online
Kohl's,1197831,14-10-2021 00:00,Midwest,Kansas,Wichita,Women's Street Footwear,$19.00,60,"$1,140.00",$54.00,Online
Foot Locker,1185732,13-05-2021 00:00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$45.00,60,"$2,700.00",$122.00,Online
Sports Direct,1185732,09-06-2021 00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,$27.00,60,"$1,620.00",$65.00,Online
Sports Direct,1185732,08-07-2021 00:00,Midwest,North Dakota,Fargo,Men's Apparel,$49.00,60,"$2,940.00",$135.00,Online
Foot Locker,1185732,05-07-2021 00:00,Midwest,Iowa,Des Moines,Men's Apparel,$46.00,60,"$2,760.00",$166.00,Online
West Gear,1185732,03-02-2021 00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,$20.00,60,"$1,200.00",$52.00,Online
West Gear,1185732,10-08-2021 00:00,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,$38.00,60,"$2,280.00",$107.00,Online
Sports Direct,1185732,20-07-2021 00:00,Northeast,Maryland,Baltimore,Women's Street Footwear,$37.00,60,"$2,220.00",$109.00,Online
Sports Direct,1185732,21-08-2021 00:00,Northeast,Maryland,Baltimore,Women's Street Footwear,$39.00,60,"$2,340.00",$117.00,Online
Foot Locker,1185732,13-09-2021 00:00,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$41.00,60,"$2,460.00",$125.00,Online
Foot Locker,1185732,13-09-2021 00:00,Northeast,Delaware,Wilmington,Men's Apparel,$50.00,60,"$3,000.00",$132.00,Online
Sports Direct,1185732,07-01-2021 00:00,Northeast,New Jersey,Newark,Men's Apparel,$49.00,60,"$2,940.00",$121.00,Online
Sports Direct,1185732,05-02-2021 00:00,Northeast,Connecticut,Hartford,Men's Apparel,$49.00,60,"$2,940.00",$129.00,Online
Sports Direct,1185732,03-09-2021 00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,$41.00,60,"$2,460.00",$108.00,Online
Foot Locker,1185732,06-05-2021 00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,$39.00,60,"$2,340.00",$126.00,Online
Foot Locker,1185732,08-06-2021 00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$39.00,60,"$2,340.00",$126.00,Online
Sports Direct,1185732,15-02-2021 00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,$29.00,60,"$1,740.00",$66.00,Online
Amazon,1185732,17-03-2021 00:00,Northeast,New Hampshire,Manchester,Men's Apparel,$58.00,60,"$3,480.00",$157.00,Online
Foot Locker,1185732,11-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$32.00,60,"$1,920.00",$77.00,Outlet
Foot Locker,1185732,24-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$43.00,60,"$2,580.00",$119.00,Outlet
West Gear,1128299,18-01-2020 00:00,West,Nevada,Las Vegas,Men's Apparel,$44.00,60,"$2,640.00",$164.00,Outlet
Sports Direct,1128299,16-03-2021 00:00,Southeast,Florida,Orlando,Men's Apparel,$44.00,60,"$2,640.00",$69.00,Outlet
Walmart,1128299,17-04-2021 00:00,Southeast,Florida,Orlando,Men's Apparel,$47.00,60,"$2,820.00",$62.00,Outlet
Kohl's,1128299,26-04-2021 00:00,West,New Mexico,Albuquerque,Men's Apparel,$46.00,60,"$2,760.00",$97.00,Outlet
Sports Direct,1128299,13-02-2021 00:00,Southeast,Georgia,Atlanta,Men's Apparel,$34.00,60,"$2,040.00",$80.00,Outlet
Foot Locker,1185732,07-04-2021 00:00,Northeast,Rhode Island,Providence,Women's Apparel,$26.00,60,"$1,560.00",$69.00,Outlet
Foot Locker,1185732,06-05-2021 00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,$32.00,60,"$1,920.00",$81.00,Outlet
Foot Locker,1185732,06-07-2021 00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$31.00,60,"$1,860.00",$86.00,Outlet
Sports Direct,1185732,13-03-2021 00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,$23.00,60,"$1,380.00",$44.00,Outlet
Sports Direct,1185732,13-05-2021 00:00,Northeast,Massachusetts,Boston,Men's Apparel,$39.00,60,"$2,340.00",$66.00,Outlet
